10.421284614	12.14516934	8.1700619156	10.050458007	10.131638374	12.532317099	10.487859974	11.363330927	9.5255291324	9.830819663
10.202364491	12.103687865	8.0807295506	9.9725334109	10.09784288	12.569326881	10.446629882	11.282508896	9.4071046363	9.9566141257
10.135882208	12.187169961	8.1212975817	10.141429942	10.212065871	12.496921979	10.617628391	11.374676013	9.4519771359	9.993586945
10.426365037	12.118823018	8.1791343575	10.049820685	10.14196142	12.564947825	10.591633323	11.369196322	9.4403946263	9.7737264994
10.895449471	12.269159886	8.550223018	10.195579181	10.34940836	12.741623185	10.770741638	11.468576592	9.7987214299	10.341738698
10.118956065	12.019516973	7.9821058249	10.010878306	10.055845158	12.486125103	10.419580727	11.220295217	9.4140002488	9.8297323715
10.18965788	12.124266173	7.9586344905	10.033583742	10.090901638	12.490795587	10.469100068	11.278537075	9.4217621938	9.8181160461
11.082452772	12.237440631	8.7732511541	10.26423887	10.362651696	12.739523236	10.758996712	11.541628878	9.8582326187	10.197205382
10.428818989	12.082295932	8.326979195	10.040238111	9.8968693954	12.490300781	10.380461022	11.381515688	9.5163097917	9.8587147154
10.683073474	12.085221245	8.2459750076	10.056188215	9.8958937484	12.576220848	10.513700423	11.377171069	9.6596558282	9.8383347865
10.135354963	12.072962781	8.2969816934	10.059470945	10.199465135	12.513944511	10.31122524	11.220459973	9.5291768442	10.127364901
10.147379273	12.094202331	8.2112676068	9.9081501663	10.055487918	12.476067014	10.45482822	11.275032374	9.4824531116	9.6937232296
10.570509853	12.069700102	8.0247447466	9.9646081046	9.8390398581	12.525556291	10.425672115	11.40311035	9.6608161915	10.085235537
10.391182175	12.096037824	7.9102161221	9.975518347	10.068090503	12.595053744	10.465706854	11.293231694	9.510368235	9.7756833992
10.401293776	12.104895448	8.2582546996	10.161957425	10.085667934	12.525770419	10.477150536	11.446728411	9.5654839791	9.9356324067
10.114925638	12.046279778	7.8080691052	9.978273827	10.075112882	12.39379961	10.319770087	11.240375373	9.395193662	9.7111214151
10.282960032	12.011357724	8.251929336	9.985564023	9.9558962433	12.462936649	10.415334605	11.249035858	9.4771303153	10.005381159
10.44808511	12.171550044	8.0824451782	9.9938575613	10.011733691	12.537831635	10.441295329	11.420321138	9.7166024241	10.151261006
10.357619665	12.251992312	8.4470389516	10.285483792	10.22204784	12.497982983	10.639061657	11.479028633	9.538110483	10.194033272
10.343356618	12.000989726	7.7898780259	9.839967086	9.9142064535	12.31243664	10.184899719	11.260999907	9.5038102522	10.039066449
10.029108624	12.013208106	8.183288247	10.030041735	9.9973060745	12.385107539	10.459171954	11.350473234	9.3463622482	10.021774356
10.528304838	12.062448671	8.1079034618	9.9436044744	9.8277387947	12.518366366	10.414801624	11.336240507	9.6471899037	9.7753920003
10.197041811	12.109750717	8.1065215025	10.035901894	10.080288933	12.512104932	10.47154692	11.340458478	9.449389252	9.9555736085
10.208307431	12.219018361	8.5222361159	10.149951951	10.204156025	12.536541074	10.421686949	11.361285674	9.5181410377	10.305280478
10.283465596	12.05170414	8.0515993495	10.152175186	10.089583331	12.385806679	10.626564033	11.300611846	9.4791364837	9.8367230092
10.150328831	11.836292349	8.0558392722	9.9855530007	9.8482546318	12.170000736	10.523627124	11.077347762	9.4861242788	9.7815116646
11.50895721	12.212053222	9.041601713	10.271159036	10.677758348	12.799894871	10.882587312	11.597748379	9.9904729544	10.577128584
10.304209261	12.071018486	8.0126981307	9.95771222	10.025571281	12.479473754	10.469309104	11.328142908	9.4626508016	9.795785617
10.374987686	12.057112918	8.1816108724	10.111101113	10.065045156	12.537716728	10.47435015	11.385166337	9.567411174	9.8637155798
10.254039133	11.992120358	8.1152764291	10.014954388	10.116088499	12.352580628	10.472092777	11.110096159	9.5062062424	9.9568611715
10.528196843	12.086345006	8.1744223341	10.070853565	10.070431166	12.55566476	10.535735052	11.363495595	9.5562328409	9.9249294035
10.384425163	12.061258061	7.9170348325	10.083548205	9.9590897106	12.561521136	10.525596633	11.326640125	9.6588451331	10.077024757
